ID,region,area,year_built,floor,num_parking,elevator,subway_distance,price
2420,Seoul,68.84,2015,17.0,0.85,0,3.75,111019.5
441,Seoul,85.56,1988,5.0,0.9,1,2.62,150916.27
509,Rural,74.61,1993,20.0,1.17,1,1.37,98212.24
1101,Seoul,79.82,2023,16.0,1.58,1,,150177.6
590,Seoul,71.48,2004,26.0,0.89,1,2.11,126171.65
2942,Busan,64.9,1987,27.0,1.58,1,0.33,111611.22
650,Busan,69.92,2007,5.0,0.69,1,0.1,122646.6
3191,Seoul,62.09,2005,21.0,0.88,1,3.3,108900.95
2043,Busan,73.43,1993,25.0,0.66,1,1.28,123952.02
3376,Daegu,65.72,1997,16.0,1.05,1,0.1,101637.03
2891,Seoul,76.73,1995,2.0,1.65,1,0.74,148942.56
1652,Seoul,30.0,2013,12.0,1.55,1,1.39,85278.9
661,Seoul,90.65,2021,25.0,1.75,1,3.24,153759.1
631,Daegu,78.15,1999,20.0,1.97,1,0.1,118159.15
1732,Busan,,1985,28.0,1.28,1,3.03,117819.87
2016,Busan,110.06,1992,25.0,1.05,1,0.52,171169.1
1351,Rural,118.97,1987,9.0,0.8,1,1.01,158625.46
483,Busan,75.68,1992,13.0,0.69,1,0.77,114716.29
3429,Rural,,2013,10.0,1.75,1,0.38,139581.08
2990,Rural,49.17,1999,10.0,1.09,1,1.78,68977.79
1510,Daegu,66.91,1989,12.0,0.61,1,,104275.54
2444,Daegu,100.68,1998,14.0,0.81,1,0.31,161178.33
2270,Busan,111.36,2006,4.0,1.98,1,5.5,163464.67
2088,Daegu,91.98,2003,,1.46,1,1.01,127812.18
857,Seoul,109.87,2015,19.0,1.52,0,,149268.69
1226,Busan,66.29,2004,19.0,2.0,1,2.53,109880.19
1191,Seoul,134.6,2023,23.0,1.37,1,0.46,195210.46
1808,Seoul,80.35,2005,22.0,1.3,1,1.35,149572.04
531,Daegu,111.92,1993,,0.74,1,3.95,167650.2
2349,Busan,67.98,2006,14.0,0.78,1,0.95,110232.35
50,Seoul,64.11,2006,3.0,,1,0.35,120708.1
2777,Seoul,49.19,2001,14.0,1.11,1,0.51,95386.97
859,Busan,45.68,1996,24.0,0.85,1,3.42,80678.09
2227,Seoul,84.81,1995,13.0,0.81,1,0.37,150683.95
1073,Seoul,55.75,1992,3.0,1.95,1,,101797.45
720,Daegu,30.0,1991,12.0,1.71,1,1.12,56652.88
1625,Seoul,,2021,4.0,,1,1.48,113154.72
3392,Rural,58.23,2015,,1.02,1,0.94,83821.6
2631,Busan,82.57,2022,5.0,0.92,1,0.71,146264.36
2289,Busan,98.23,1996,17.0,,1,0.1,158747.07
2015,Busan,79.39,2011,1.0,2.0,0,3.85,114468.49
2494,Seoul,51.65,2014,9.0,1.03,1,1.43,117544.25
1779,Seoul,54.0,1993,20.0,1.47,1,0.1,115101.09
2610,Seoul,51.86,2000,22.0,0.76,1,1.91,102806.48
1455,Seoul,126.42,2012,5.0,0.74,1,1.19,214749.67
2586,Busan,30.0,2001,4.0,1.11,1,0.97,69045.97
3156,Busan,33.16,2022,13.0,1.71,1,0.92,78541.6
2414,Seoul,125.04,2017,18.0,1.79,1,0.3,192755.93
2211,Daegu,54.79,1994,27.0,0.54,1,1.65,83559.49
1371,Rural,106.76,2008,15.0,1.73,1,2.05,154868.27
2299,Seoul,72.37,1989,8.0,0.87,1,2.91,137683.85
2508,Busan,98.1,2023,3.0,1.51,1,1.66,147788.46
1196,Rural,74.01,1982,10.0,0.66,1,0.1,109667.39
1578,Busan,72.07,2002,12.0,1.39,1,0.1,130892.55
3067,Seoul,84.01,2000,5.0,1.03,1,0.58,151898.49
3370,Daegu,66.31,1990,,1.59,1,3.34,99284.32
298,Seoul,70.11,1983,2.0,1.64,1,1.12,114417.79
1643,Busan,76.87,1999,17.0,0.66,1,3.58,122535.44
1265,Seoul,60.47,1991,5.0,,1,0.84,123042.58
3177,Daegu,111.11,1998,12.0,1.89,1,0.1,155339.33
959,Seoul,104.89,1989,7.0,1.19,1,2.3,156373.67
2883,Seoul,99.01,1996,18.0,1.01,1,2.04,177162.62
2518,Busan,81.97,1980,4.0,1.91,1,0.82,126513.48
1503,Seoul,78.5,2000,18.0,1.02,1,7.63,131967.02
2118,Busan,104.2,2017,23.0,1.4,1,0.46,169187.71
1287,Seoul,77.39,1983,13.0,1.34,1,0.47,127380.62
350,Busan,72.92,2018,28.0,0.79,1,1.5,127814.54
1965,Busan,85.27,1986,8.0,1.11,1,0.56,119121.19
644,Seoul,30.0,1990,5.0,1.39,1,0.69,80491.64
2952,Daegu,89.95,2012,9.0,1.1,1,0.1,138763.25
3262,Busan,73.12,2003,22.0,1.92,1,,123637.85
670,Seoul,113.66,1986,13.0,1.59,1,0.19,190882.06
2587,Seoul,30.03,2015,26.0,1.52,1,2.82,87625.46
2868,Daegu,89.17,2014,23.0,1.31,1,5.09,116326.17
1949,Seoul,64.79,1991,,1.64,1,1.11,131904.99
1180,Busan,110.76,2013,15.0,1.68,1,4.06,154543.85
2931,Busan,88.29,2023,21.0,1.1,1,1.71,131426.2
3206,Daegu,110.6,1985,2.0,,1,4.67,145152.77
2769,Busan,112.3,2018,7.0,0.92,1,0.84,165746.63
2895,Seoul,105.26,1999,21.0,1.01,1,0.74,174843.79
2081,Seoul,97.14,1984,10.0,1.27,1,1.19,143642.68
1358,Busan,54.0,2015,1.0,0.55,1,1.84,86598.49
787,Busan,52.21,1993,23.0,0.72,1,2.73,89682.73
3143,Busan,57.66,2020,24.0,0.61,1,0.18,110135.26
141,Rural,,2014,16.0,1.45,1,0.32,94382.91
789,Busan,,1999,8.0,0.81,1,0.7,110781.83
324,Seoul,87.75,2016,19.0,0.74,1,0.1,158401.38
2378,Daegu,63.52,2005,16.0,1.69,1,2.31,98302.13
715,Seoul,104.45,1986,2.0,1.56,0,3.64,142880.43
3095,Seoul,30.0,2016,25.0,0.93,1,1.51,80288.26
2229,Seoul,,1982,20.0,0.62,1,3.68,72969.9
2014,Seoul,99.57,2013,8.0,0.56,1,0.11,177215.34
1619,Busan,83.93,2005,24.0,1.32,1,0.1,146457.33
2577,Rural,71.32,1995,25.0,0.77,1,2.15,95160.77
1484,Seoul,41.42,2021,17.0,1.62,0,1.65,84789.14
619,Daegu,134.13,2023,21.0,1.96,1,0.18,207969.78
407,Seoul,77.58,2005,1.0,1.51,1,0.1,131754.66
1602,Seoul,109.89,2011,10.0,0.67,0,2.93,182384.84
1624,Rural,69.89,1989,27.0,0.87,1,1.86,103855.13
3327,Daegu,86.61,2023,11.0,0.57,1,,138431.29
2878,Seoul,85.79,2003,,0.82,1,1.89,131184.39
2125,Rural,60.71,2016,29.0,1.08,1,0.54,90081.44
498,Seoul,115.91,2009,22.0,1.52,1,0.61,185414.75
3268,Busan,65.32,1993,3.0,1.69,1,1.27,104102.28
343,Seoul,61.76,1989,8.0,1.15,1,3.43,115940.4
2277,Daegu,120.6,2003,19.0,1.02,1,0.92,176241.56
2651,Seoul,60.9,2017,4.0,1.9,0,3.15,100765.78
783,Seoul,114.41,2020,19.0,0.88,1,2.61,172479.84
1324,Seoul,74.39,2004,15.0,,1,0.97,134642.31
2013,Rural,30.0,1986,23.0,1.45,1,1.06,53334.21
3451,Busan,68.09,2017,,1.14,0,5.9,99287.44
304,Busan,88.04,1985,16.0,0.53,1,0.13,142863.89
2860,Seoul,35.52,2023,14.0,0.74,1,1.47,88517.33
2164,Daegu,67.47,2008,7.0,1.37,1,0.62,100622.34
665,Seoul,86.31,1987,28.0,0.55,1,6.51,127670.63
1178,Seoul,60.69,2020,19.0,1.38,1,0.34,126222.52
1245,Daegu,30.0,1987,12.0,1.79,1,0.57,66278.55
2979,Daegu,88.46,2007,27.0,0.64,1,1.28,141589.93
2005,Seoul,50.42,1982,5.0,0.72,1,0.75,99854.37
2437,Seoul,58.84,2015,26.0,0.92,0,0.1,111275.81
2011,Seoul,96.14,1986,22.0,1.12,1,,165584.22
85,Seoul,65.28,1999,26.0,1.0,1,4.83,118775.41
2590,Daegu,89.39,1995,10.0,1.86,1,8.0,112263.77
942,Busan,59.08,2013,20.0,1.82,1,1.57,101729.18
962,Busan,35.34,1998,26.0,1.65,1,0.18,70798.94
842,Daegu,80.02,1982,5.0,0.53,1,0.23,122132.22
1845,Rural,71.37,1991,18.0,1.75,1,0.56,109648.81
2772,Seoul,85.26,1986,7.0,0.94,1,0.1,153565.3
2213,Seoul,43.2,1990,10.0,1.27,1,0.58,88410.68
2429,Seoul,64.11,1984,15.0,1.83,1,0.63,130251.26
2564,Seoul,,1983,25.0,1.94,1,0.92,146776.84
291,Seoul,72.79,2009,14.0,1.36,1,0.82,148522.6
2419,Seoul,85.47,2000,10.0,0.93,1,0.21,145335.67
1539,Seoul,69.41,2016,7.0,,1,0.1,145920.65
605,Seoul,66.85,2021,21.0,0.73,1,1.58,117454.28
3213,Seoul,91.17,1996,7.0,1.71,0,0.68,156169.31
917,Seoul,109.79,2005,3.0,1.11,1,4.23,181411.16
1714,Busan,92.85,1982,9.0,,0,0.39,137309.89
2148,Seoul,59.41,2023,24.0,1.81,1,3.39,131678.95
1100,Seoul,60.27,1981,1.0,1.83,1,1.3,104991.67
1089,Rural,66.88,2007,25.0,1.98,1,0.3,92781.72
2461,Rural,,1993,23.0,0.94,1,0.36,102325.94
2950,Rural,54.1,1982,,0.93,1,0.32,69489.77
822,Seoul,49.43,2006,28.0,0.78,1,0.6,103290.14
1770,Seoul,103.63,2001,11.0,1.29,1,0.65,185091.64
3303,Busan,84.5,1983,7.0,,1,0.44,128684.11
2837,Rural,82.83,2013,18.0,1.06,1,0.9,122287.26
2874,Busan,97.68,1999,25.0,1.11,1,0.55,162442.64
1303,Seoul,55.21,1991,28.0,1.79,1,,111927.03
1001,Seoul,59.67,1998,4.0,,1,0.46,121718.37
2836,Rural,73.08,1987,24.0,1.42,1,1.96,105150.38
19,Busan,101.86,1986,16.0,1.67,1,1.05,143026.53
494,Seoul,,2003,2.0,1.3,1,1.11,152858.93
1126,Busan,75.95,2000,28.0,1.58,0,0.1,123720.71
1405,Daegu,72.57,2020,20.0,1.88,1,4.72,121620.31
1899,Seoul,117.05,1984,9.0,1.56,1,0.9,175545.31
1675,Daegu,109.34,2016,28.0,0.71,1,0.1,154180.37
2725,Seoul,83.35,2018,18.0,1.02,1,,158084.2
2130,Busan,49.52,1997,20.0,1.15,1,0.76,91339.98
3111,Busan,89.01,2023,25.0,,1,3.09,145071.37
585,Busan,72.89,2007,4.0,1.52,1,1.64,128684.72
2624,Rural,80.58,1993,10.0,1.05,1,1.55,119352.36
688,Seoul,69.66,2006,12.0,0.54,0,0.61,132503.31
2319,Busan,55.16,2000,12.0,1.1,1,1.77,88500.89
1518,Rural,89.1,2017,27.0,1.96,1,0.75,141881.48
2553,Daegu,63.58,1987,27.0,1.69,1,0.87,96898.07
1884,Daegu,,1982,,1.39,1,1.85,170911.63
1010,Busan,67.56,2021,,,1,3.0,109582.91
2816,Daegu,84.83,2023,11.0,,1,5.61,118769.81
361,Seoul,92.28,1998,12.0,1.39,1,0.66,169221.52
2981,Busan,80.51,1997,9.0,0.75,1,1.7,113220.74
3195,Seoul,,2012,24.0,1.85,1,0.4,151586.6
2252,Rural,74.06,2022,17.0,0.93,1,0.72,103403.83
1311,Seoul,41.56,1987,29.0,1.93,1,0.6,97841.2
3215,Seoul,121.33,2007,4.0,1.22,1,0.38,207947.17
2185,Daegu,61.51,1981,16.0,0.97,1,,95596.74
1726,Seoul,65.55,2011,1.0,1.72,1,0.32,139700.5
2108,Rural,66.95,1981,9.0,1.48,1,,96727.72
345,Seoul,47.67,2005,13.0,1.28,1,2.24,103923.17
987,Daegu,115.72,2007,1.0,1.85,1,1.59,161770.74
2409,Rural,87.75,2003,7.0,1.84,1,2.82,109492.5
744,Busan,45.69,2008,8.0,1.98,1,2.61,84126.39
1832,Busan,30.0,2023,7.0,1.31,1,3.55,62223.68
2481,Seoul,98.77,1988,17.0,0.53,1,2.26,161259.28
114,Daegu,57.26,2016,6.0,0.94,1,4.55,88470.4
1438,Daegu,94.28,2011,14.0,1.5,1,3.08,136715.81
1499,Seoul,104.94,2023,26.0,,1,1.09,193046.28
1242,Daegu,91.82,2003,9.0,0.5,1,2.82,142961.94
1143,Daegu,120.37,2009,3.0,0.74,1,0.11,169097.54
3146,Seoul,30.0,2012,7.0,0.6,0,2.27,72156.53
1217,Seoul,94.2,2018,20.0,0.77,0,0.2,147432.44
1199,Daegu,61.71,2003,22.0,1.07,1,0.81,91561.43
86,Seoul,59.07,1981,3.0,1.93,1,,120806.96
2417,Seoul,76.88,2016,8.0,0.98,1,1.39,133377.25
1382,Seoul,87.79,1984,15.0,0.71,1,2.33,157558.99
3027,Rural,36.32,2001,4.0,0.61,0,4.83,42043.53
669,Seoul,91.66,1997,18.0,1.22,1,5.77,145578.07
1015,Daegu,34.22,2007,15.0,1.39,1,1.61,69957.31
129,Seoul,83.53,2017,6.0,1.26,1,1.73,153504.13
1365,Daegu,57.98,2010,8.0,0.91,1,0.16,93555.31
3402,Seoul,41.69,2020,,0.55,1,0.96,101579.74
1589,Busan,,2018,19.0,0.98,1,2.25,70303.92
892,Rural,59.36,2020,15.0,1.67,0,2.52,77218.95
2322,Daegu,53.27,1986,,1.33,1,1.76,81955.52
1360,Busan,76.57,2001,27.0,1.08,1,0.2,137731.18
308,Seoul,97.32,2022,9.0,1.7,1,,173475.28
384,Rural,,1984,8.0,1.4,1,1.14,112977.88
151,Rural,61.73,1980,20.0,0.91,1,2.7,75695.78
1318,Daegu,72.36,1993,7.0,0.71,1,0.89,118293.58
1452,Busan,33.52,1993,21.0,,1,1.77,69765.82
1564,Seoul,105.91,2003,16.0,1.7,0,1.39,177037.0
2987,Seoul,,1983,18.0,1.82,1,0.67,138296.03
427,Busan,102.32,1986,,1.34,1,2.82,135467.6
495,Busan,57.97,1987,27.0,1.85,1,1.28,90986.6
1208,Busan,112.27,1990,1.0,0.93,1,2.18,166414.98
1928,Busan,67.93,2021,23.0,0.76,1,,109141.37
2175,Seoul,80.08,2005,23.0,0.97,0,1.11,145263.23
1209,Seoul,70.07,2011,24.0,1.39,1,2.31,124111.25
2677,Seoul,88.55,1988,3.0,0.67,0,0.93,128099.81
2831,Busan,61.15,2005,9.0,1.43,1,0.57,96393.5
3320,Daegu,88.01,1995,28.0,1.84,0,1.72,125096.07
1534,Seoul,41.82,1988,28.0,1.64,1,1.86,95548.38
1240,Seoul,79.22,1996,22.0,0.93,1,1.62,127273.36
1729,Daegu,89.89,2003,28.0,1.96,1,0.8,148037.23
2548,Busan,55.53,1983,5.0,0.8,1,0.48,90082.44
276,Busan,,2019,15.0,1.42,1,1.74,130521.94
490,Rural,,2023,5.0,0.93,1,2.48,116697.63
1672,Rural,65.96,2007,29.0,0.61,1,0.5,104224.18
1230,Busan,68.22,1984,7.0,1.42,1,1.36,103479.05
691,Seoul,76.81,2012,14.0,1.52,1,1.1,130187.87
3292,Rural,101.36,1993,20.0,0.56,1,1.09,138589.63
2343,Seoul,90.01,2020,4.0,1.29,1,3.07,153710.02
1587,Daegu,56.49,2008,18.0,0.62,1,6.02,82038.92
2432,Daegu,65.22,2003,25.0,1.12,1,4.75,106821.34
2581,Seoul,37.45,2018,7.0,0.97,1,0.49,97594.68
3444,Rural,119.55,2004,19.0,0.75,1,0.17,147420.47
1059,Busan,70.0,1996,,,0,5.45,98275.85
119,Rural,30.0,1990,20.0,1.68,1,,47177.53
1025,Rural,87.91,1991,,,1,0.1,128732.71
2463,Busan,153.39,2020,2.0,0.92,1,0.42,197851.93
282,Seoul,85.61,1985,20.0,0.68,1,0.28,154999.67
2608,Seoul,119.72,1994,8.0,0.58,0,0.62,172684.33
1317,Busan,70.29,2019,1.0,1.91,1,0.65,130703.99
2765,Seoul,107.97,1989,12.0,0.68,1,2.08,175527.22
969,Busan,101.45,2017,22.0,0.81,1,0.67,147163.14
1663,Rural,57.49,2021,2.0,1.46,1,1.32,81344.2
3205,Daegu,101.28,2010,19.0,,1,4.22,140289.19
2010,Busan,55.63,1985,7.0,1.3,1,1.87,83429.52
620,Daegu,109.76,2014,15.0,0.85,1,4.49,161637.67
2873,Rural,60.44,1992,5.0,1.07,1,,82827.87
156,Seoul,96.72,2004,17.0,1.2,1,2.27,171478.71
2165,Busan,68.79,1998,22.0,1.28,0,1.11,105247.31
305,Daegu,123.87,1980,10.0,0.67,1,6.15,171401.89
2628,Daegu,30.0,1992,12.0,1.52,1,4.23,58179.14
2975,Seoul,94.48,1981,,1.02,1,0.85,153682.51
3052,Busan,58.95,1986,17.0,0.96,1,,96513.4
3497,Rural,54.91,1994,17.0,1.01,1,0.57,88173.47
3045,Daegu,30.0,2017,5.0,1.31,1,3.73,58870.19
1308,Daegu,106.35,1993,8.0,1.65,1,3.56,145043.85
1892,Busan,95.59,2019,6.0,1.19,1,0.26,146041.31
576,Rural,76.28,2018,23.0,1.72,0,1.73,107093.39
2293,Seoul,49.59,2016,15.0,0.78,1,0.95,112695.75
3269,Busan,39.15,1985,23.0,1.39,1,0.1,76443.58
3060,Rural,86.71,2020,26.0,1.05,1,0.44,123196.9
1300,Daegu,86.98,2012,26.0,,1,3.47,127490.53
1957,Busan,98.07,2015,18.0,1.85,1,0.42,145807.17
1848,Seoul,59.03,2015,,1.06,1,,120242.27
2911,Seoul,63.97,1981,27.0,1.3,0,,106092.11
2168,Seoul,76.42,1986,15.0,1.76,1,1.86,148170.7
844,Rural,60.23,1985,2.0,1.62,1,2.97,85207.29
1737,Busan,30.0,1983,13.0,1.97,1,1.1,64885.86
270,Seoul,63.54,1989,5.0,1.87,0,2.08,104975.15
630,Seoul,,1984,,0.91,1,1.77,120906.6
1034,Seoul,71.86,2001,2.0,0.79,1,2.35,120013.13
2672,Seoul,71.37,2005,21.0,1.8,0,1.03,121481.38
287,Busan,90.64,2004,,1.34,1,0.29,146107.65
1327,Seoul,,1992,22.0,1.84,1,0.1,176941.56
2588,Daegu,80.85,1992,10.0,1.59,1,0.96,131094.81
301,Seoul,77.67,2005,27.0,1.27,1,0.18,131332.64
1875,Daegu,93.08,1987,23.0,1.07,1,4.84,132314.08
1448,Daegu,51.85,1984,,1.59,1,0.28,89127.76
1473,Rural,40.92,2006,18.0,1.07,1,0.86,61469.57
2826,Daegu,30.0,1990,13.0,1.09,1,3.85,53329.89
2173,Seoul,68.51,2002,18.0,0.6,1,3.65,113954.08
1819,Busan,85.24,2015,11.0,1.58,1,1.54,133519.31
66,Busan,,1990,28.0,1.06,1,0.56,118133.13
2597,Seoul,34.82,1991,29.0,1.54,1,5.66,75453.43
891,Daegu,91.12,1994,9.0,1.91,1,0.62,130082.24
2713,Seoul,75.75,2023,15.0,1.15,1,0.51,147835.72
3041,Seoul,69.74,1994,23.0,0.77,1,1.49,138847.51
2212,Daegu,30.0,1980,27.0,0.53,0,0.34,52886.06
2900,Seoul,56.94,1985,15.0,1.98,0,2.13,112881.41
231,Daegu,81.8,2001,22.0,1.58,1,,132165.72
504,Daegu,128.53,2015,6.0,0.78,1,2.2,164523.64
1676,Seoul,,1999,20.0,0.69,1,2.4,132918.87
2658,Rural,50.52,2010,9.0,0.74,1,0.92,83163.72
1526,Seoul,84.64,1995,1.0,1.85,1,,141414.09
1992,Seoul,69.83,2009,13.0,1.15,1,1.87,134046.46
2452,Rural,89.98,1987,25.0,1.09,1,3.16,114111.68
1005,Daegu,55.62,2016,5.0,1.47,1,,94570.41
837,Rural,88.4,1995,4.0,1.06,1,0.78,116807.24
3139,Busan,78.24,1989,25.0,1.79,1,0.87,123697.28
375,Seoul,103.79,2001,16.0,1.12,1,1.5,182926.36
1728,Rural,80.03,2017,7.0,1.67,1,0.64,108239.08
2474,Daegu,131.71,1991,25.0,1.26,1,1.19,196562.11
2625,Seoul,113.78,2016,20.0,1.06,1,3.82,197318.75
940,Busan,,1992,23.0,1.04,1,0.46,162260.13
1322,Seoul,32.21,2010,3.0,1.23,0,2.62,78737.77
2941,Seoul,81.46,2013,1.0,,1,0.73,144165.7
752,Rural,36.31,2021,14.0,1.95,0,2.2,51130.44
100,Seoul,,2010,,1.12,0,0.71,137287.12
1544,Seoul,40.05,2013,10.0,1.49,0,0.41,91809.06
2207,Seoul,72.64,2005,,0.67,1,1.46,143750.2
867,Seoul,,1998,4.0,1.62,1,1.05,99968.93
911,Busan,51.42,1982,19.0,1.51,1,3.11,89309.74
1833,Busan,79.8,2021,4.0,1.61,1,0.1,141825.94
1576,Seoul,92.58,2018,3.0,1.36,1,5.42,136865.73
530,Rural,30.0,2023,22.0,1.58,0,0.82,54939.54
1261,Seoul,33.7,2002,18.0,0.9,1,0.86,94575.72
2154,Daegu,85.28,2008,29.0,0.78,1,0.82,125586.53
637,Busan,136.79,2019,2.0,1.78,0,5.04,198865.46
1270,Seoul,44.59,2021,5.0,0.84,1,0.56,98513.11
186,Daegu,30.0,2008,1.0,0.98,1,1.52,55133.29
3435,Daegu,44.23,2004,20.0,1.83,1,1.37,75276.46
1645,Seoul,77.12,1983,24.0,,1,0.11,141792.78
1937,Seoul,83.16,1998,19.0,1.33,1,2.23,133703.61
932,Daegu,106.43,1994,23.0,0.77,1,1.73,147539.09
1442,Seoul,,1994,18.0,1.18,1,0.1,118706.28
3486,Busan,96.06,1991,8.0,0.93,1,,132580.98
2844,Rural,85.51,2001,17.0,1.96,1,3.03,107284.34
1536,Seoul,83.16,1996,,1.1,1,0.1,155930.8
1927,Busan,43.91,1987,12.0,0.52,1,0.81,79666.56
3325,Daegu,72.24,2020,18.0,0.63,1,4.9,99962.75
1274,Seoul,103.92,1993,25.0,1.85,1,0.1,163331.59
2425,Seoul,70.78,2023,16.0,0.53,0,0.45,118439.57
608,Seoul,83.28,2018,5.0,,1,7.88,122055.65
1867,Seoul,107.4,2011,,,1,3.66,170668.87
2079,Rural,59.84,2022,29.0,1.2,1,0.1,103736.3
152,Seoul,98.95,1985,13.0,1.21,1,1.28,162224.33
1776,Seoul,72.42,2010,27.0,1.12,1,0.91,124369.97
2511,Seoul,50.01,2007,,1.0,1,1.75,94758.6
1838,Seoul,112.75,2000,26.0,0.71,1,1.42,185330.43
2249,Busan,119.96,2009,7.0,1.71,1,0.83,193912.45
732,Daegu,66.62,2012,9.0,1.44,1,0.1,113538.17
3046,Daegu,70.97,2019,7.0,1.56,0,2.11,109609.16
2235,Daegu,97.79,2003,28.0,1.11,1,2.68,150121.03
3183,Seoul,,2005,2.0,1.44,1,0.39,171830.83
24,Seoul,71.2,1983,17.0,1.64,1,0.64,123284.29
2939,Rural,,1997,2.0,1.38,1,2.65,97770.86
159,Seoul,62.03,2018,3.0,0.69,1,1.06,115083.99
862,Busan,81.17,2020,24.0,0.77,1,6.98,111719.21
2025,Busan,98.27,1997,18.0,1.65,1,0.63,140911.02
903,Seoul,109.82,1991,7.0,0.8,1,0.24,178572.24
1974,Busan,103.95,2002,20.0,1.45,1,2.03,146022.82
1231,Rural,30.61,1998,22.0,0.69,1,0.1,50512.26
2638,Daegu,,1981,24.0,1.21,1,0.17,136949.4
445,Daegu,60.68,2018,1.0,0.65,1,0.1,110352.13
3427,Busan,79.42,2011,19.0,1.19,1,1.46,129089.48
755,Seoul,60.11,2023,25.0,,1,3.5,109756.43
924,Daegu,58.74,2012,29.0,1.44,1,0.2,100077.09
3465,Seoul,44.35,2011,5.0,1.94,1,2.93,96854.11
2466,Seoul,,2016,20.0,1.91,1,,148295.23
312,Seoul,120.8,2022,16.0,1.5,1,0.56,213179.93
1376,Rural,88.45,2017,,1.08,0,0.1,124820.97
549,Busan,50.45,1985,26.0,1.88,1,0.1,85196.44
2338,Seoul,,2000,11.0,1.08,0,0.39,142212.91
2006,Daegu,73.68,1981,25.0,1.26,1,1.16,120987.25
2749,Daegu,83.39,2016,2.0,1.73,1,0.74,134723.41
307,Busan,85.63,2012,22.0,1.74,1,0.6,131334.55
288,Busan,109.93,2010,26.0,1.53,1,0.41,176902.57
695,Seoul,107.22,1991,18.0,1.19,1,3.15,171089.01
309,Daegu,48.27,2000,22.0,1.59,1,1.32,85276.65
2630,Seoul,84.04,2019,5.0,0.84,1,0.1,144169.1
2708,Seoul,83.12,2013,26.0,,1,0.79,149799.93
2231,Daegu,77.13,2022,25.0,0.58,1,,115423.82
750,Busan,58.08,1990,11.0,0.62,1,0.8,88544.98
1591,Daegu,73.77,1980,21.0,1.39,1,1.62,119805.71
1978,Busan,97.54,2006,10.0,1.24,1,0.11,161999.86
1746,Busan,,1985,3.0,0.69,0,0.48,112017.73
1267,Seoul,119.96,2018,22.0,1.84,1,0.53,178258.5
2622,Rural,122.11,2020,22.0,1.54,1,1.92,171247.8
2020,Daegu,87.29,2000,7.0,1.72,1,0.43,140149.51
909,Seoul,105.74,2022,17.0,0.65,1,0.4,165959.94
1815,Seoul,50.58,2020,9.0,0.64,1,0.24,105816.71
87,Daegu,64.8,2003,21.0,1.0,0,0.1,103602.45
3354,Busan,54.22,1988,1.0,0.87,1,,97258.33
3364,Seoul,60.55,2003,21.0,0.97,1,,125116.59
2903,Seoul,67.81,2001,7.0,1.96,1,0.28,139231.08
971,Daegu,30.0,1994,20.0,1.59,0,0.22,50877.25
14,Seoul,72.88,2010,21.0,1.81,1,0.1,128166.7
874,Busan,86.67,1990,21.0,1.6,1,0.69,122995.23
809,Busan,,2023,11.0,,1,2.88,110303.9
3456,Seoul,50.08,1993,13.0,1.97,1,7.73,91364.3
515,Seoul,109.25,1996,29.0,1.18,1,0.3,166060.74
2959,Seoul,69.15,1981,21.0,,1,0.78,121017.29
410,Seoul,95.21,2019,20.0,1.01,1,0.23,155094.56
3349,Seoul,106.02,2000,8.0,,1,0.41,171720.51
1338,Daegu,81.81,1993,13.0,0.95,1,0.35,114558.02
1414,Seoul,92.29,1988,18.0,1.27,1,3.95,157865.6
2644,Busan,80.16,2012,21.0,1.35,0,0.96,115031.09
2514,Busan,99.58,2015,28.0,1.51,1,0.27,164003.43
1695,Seoul,51.07,1992,2.0,1.83,1,3.38,99011.5
2397,Seoul,75.4,2022,7.0,1.47,1,2.37,139311.59
1958,Busan,82.79,2006,15.0,1.39,1,4.44,124791.5
383,Busan,90.81,2011,16.0,1.69,1,0.31,155549.46
2114,Rural,54.64,1997,18.0,1.1,1,1.86,78249.36
2562,Daegu,85.26,1982,23.0,0.88,1,1.04,130734.02
1739,Seoul,56.03,1992,10.0,1.19,1,0.44,109414.68
3219,Daegu,,1994,22.0,1.17,1,1.27,98728.47
2163,Seoul,91.18,1982,17.0,1.95,1,0.74,154617.31
2616,Seoul,30.0,2016,14.0,0.66,1,0.94,88938.93
1881,Daegu,,1981,26.0,0.68,1,2.54,97954.45
1394,Busan,74.57,2001,,0.83,0,1.14,117882.02
553,Busan,70.96,2013,11.0,1.98,1,1.11,115744.2
3251,Busan,84.99,2017,27.0,1.41,1,2.38,126028.31
223,Seoul,38.63,2015,16.0,0.74,1,1.26,101999.11
1383,Rural,42.03,2021,13.0,0.78,1,0.51,65005.91
1097,Seoul,61.9,1984,28.0,0.58,1,1.13,109154.8
3032,Busan,83.49,2001,26.0,1.01,1,1.66,118058.41
9,Busan,74.85,2017,23.0,1.69,1,0.65,138599.95
2032,Busan,86.61,1999,8.0,1.71,1,2.97,120500.59
317,Busan,85.85,2012,17.0,0.95,1,1.69,124712.76
1329,Daegu,52.53,2023,3.0,0.86,1,6.2,75668.99
428,Rural,125.74,2008,28.0,0.76,1,1.46,167099.93
3334,Seoul,98.46,1983,7.0,1.91,1,0.92,151249.4
106,Seoul,,2002,2.0,1.13,1,0.21,105485.86
1913,Rural,100.57,2006,21.0,1.17,1,0.5,144364.58
143,Busan,42.07,1987,20.0,1.3,1,0.58,87453.88
122,Rural,91.44,2021,13.0,0.93,1,1.0,119259.34
