연도,월,고객ID,카테고리,성별,나이,주문금액,구매수량,리뷰점수,반품여부
2021,6,CUST0165,Clothing,M,43,92625.0,1,5.0,0
2020,5,CUST0260,Home,F,65,146370.0,4,3.9880561290818024,0
2023,12,CUST0163,Toys,F,65,123662.0,3,5.0,0
2022,12,CUST0227,Clothing,F,68,,3,4.3123171367252295,0
2020,8,CUST0113,Clothing,F,40,60993.0,5,,0
2021,1,CUST0064,Home,F,47,168380.0,8,3.3468417757114217,0
2020,2,CUST0149,Electronics,F,46,64501.0,0,4.463712633946842,0
2023,4,CUST0188,Electronics,F,22,71812.0,3,3.981309373034437,0
2020,8,CUST0199,Clothing,F,31,100211.0,2,3.8834627181978365,1
2021,11,CUST0071,Clothing,M,50,106609.0,3,4.261858397072697,0
2022,9,CUST0141,Clothing,F,62,151651.0,3,3.037147377436825,0
2021,1,CUST0292,Toys,F,44,,2,3.9278993339750374,0
2022,6,CUST0108,Electronics,M,34,1000.0,5,4.00608548317653,0
2020,8,CUST0135,Electronics,M,25,115018.0,4,2.784368037243949,0
2022,2,CUST0081,Electronics,F,31,61793.0,3,3.2798271587426298,0
2022,6,CUST0082,Electronics,F,37,105238.0,2,3.8764918460057634,0
2021,12,CUST0104,Electronics,F,51,116960.0,2,4.094090091178597,1
2021,11,CUST0184,Home,F,49,92640.0,1,5.0,0
2020,6,CUST0003,Home,M,52,113331.0,3,4.0528336780773335,0
2023,9,CUST0044,Toys,F,62,95113.0,3,,0
2020,1,CUST0230,Clothing,F,23,66722.0,9,2.453681820464574,0
2022,4,CUST0227,Books,M,62,103513.0,3,4.238550482164946,0
2021,2,CUST0280,Toys,F,65,50422.0,4,,0
2021,11,CUST0117,Toys,F,49,100687.0,1,,0
2020,3,CUST0076,Toys,F,19,141104.0,4,3.342126018480421,0
2021,10,CUST0066,Electronics,F,37,66530.0,0,1.2203736836693722,0
2020,10,CUST0119,Books,M,38,60620.0,3,5.0,0
2020,6,CUST0179,Clothing,M,22,127279.0,2,3.7468435094991563,0
2023,11,CUST0295,Toys,M,56,113763.0,2,3.8905303159215165,1
2021,1,CUST0148,Clothing,F,24,114251.0,5,3.122218926856232,0
2023,11,CUST0171,Home,F,57,168860.0,3,3.871299567587933,0
2020,12,CUST0064,Clothing,F,34,118419.0,2,4.387858399036261,0
2020,11,CUST0178,Home,F,60,76626.0,2,4.280989135862043,0
2021,5,CUST0289,Clothing,F,52,110394.0,2,4.914506590698177,0
2023,1,CUST0065,Home,M,56,104047.0,5,4.152369415851591,0
2022,2,CUST0200,Electronics,M,33,111035.0,5,3.4307636303580447,0
2022,1,CUST0030,Books,F,53,98627.0,3,2.326657648023004,1
2021,1,CUST0220,Toys,M,44,87566.0,0,3.9187268271421285,0
2021,3,CUST0005,Home,F,23,137130.0,4,3.1620701655248253,0
2021,12,CUST0181,Toys,F,30,108362.0,1,4.874177368790709,0
2023,8,CUST0069,Electronics,F,30,147857.0,4,4.104272173753173,0
2021,2,CUST0246,Books,M,46,80260.0,1,3.0769106908524977,0
2023,9,CUST0150,Clothing,F,62,102545.0,3,4.605616784612373,1
2020,4,CUST0114,Home,M,64,99991.0,0,3.43170554888073,0
2023,7,CUST0041,Books,F,53,46128.0,0,3.568855959341933,0
2021,1,CUST0086,Books,F,31,69831.0,3,3.5472792283624544,0
2022,8,CUST0148,Electronics,F,58,8314.0,6,4.0211160647122846,0
2022,10,CUST0030,Clothing,M,36,72025.0,2,5.0,1
2021,6,CUST0082,Clothing,F,25,94151.0,5,5.0,1
2023,9,CUST0254,Toys,F,40,150280.0,4,3.8657864512424163,0
2021,9,CUST0114,Books,M,36,90405.0,0,4.901412192820525,0
2023,9,CUST0280,Home,F,40,80019.0,1,4.434956832857045,0
2022,9,CUST0008,Home,F,64,72652.0,5,4.511101336313437,0
2022,2,CUST0242,Books,M,50,127372.0,2,3.210248751561339,0
2021,3,CUST0019,Electronics,F,42,124078.0,3,3.246897282679863,0
2021,2,CUST0284,Clothing,F,43,84108.0,2,4.332105306335048,0
2023,12,CUST0119,Books,F,19,117378.0,2,2.8280770055040207,0
2020,8,CUST0233,Books,M,63,62573.0,1,4.223953543596786,0
2023,8,CUST0115,Clothing,M,64,52979.0,3,4.778846528086555,0
2020,4,CUST0238,Toys,F,42,144253.0,2,,1
2023,7,CUST0297,Books,M,18,101584.0,3,4.074383575454053,0
2020,2,CUST0263,Home,F,54,124015.0,2,4.410103900692439,0
2020,1,CUST0281,Books,F,46,153372.0,4,4.482827088605656,0
2022,12,CUST0093,Clothing,M,23,42851.0,2,3.8152469362937698,0
2020,2,CUST0242,Toys,F,68,61870.0,1,4.059709389755862,0
2021,12,CUST0077,Home,M,47,100354.0,3,4.043446919939826,0
2023,12,CUST0038,Home,M,30,176512.0,1,3.570688895397421,0
2022,5,CUST0079,Electronics,M,44,47155.0,3,2.826957932984464,0
2020,4,CUST0271,Clothing,M,51,69209.0,2,4.286121788978292,0
2020,5,CUST0225,Electronics,M,51,99174.0,2,4.8440212151203195,0
2021,12,CUST0279,Clothing,M,23,78481.0,3,4.1549602253201465,0
2020,1,CUST0228,Clothing,F,46,123712.0,2,3.1310982383547863,0
2021,9,CUST0295,Electronics,M,34,138351.0,4,2.9709684695202005,0
2020,5,CUST0136,Books,F,39,134510.0,4,5.0,0
2023,4,CUST0183,Home,F,39,70363.0,3,4.514076278418188,0
2023,5,CUST0027,Home,F,48,40292.0,1,2.297294083424707,0
2021,1,CUST0098,Clothing,M,54,124429.0,3,4.425107795048629,1
2021,8,CUST0247,Home,F,55,176569.0,5,4.885242624969027,0
2021,7,CUST0126,Electronics,F,64,102852.0,1,3.3610171323747275,0
2022,7,CUST0239,Clothing,F,60,104210.0,2,3.9022312364120024,0
2023,3,CUST0221,Books,M,52,98578.0,4,2.6403648574338368,0
2022,4,CUST0173,Toys,F,54,103946.0,5,3.438899548485173,0
2023,10,CUST0262,Electronics,M,22,179412.0,4,3.8646235556243633,0
2022,8,CUST0162,Books,M,34,57179.0,3,3.5511438242590443,0
2020,1,CUST0101,Home,F,55,34362.0,5,2.9642189093341607,1
2023,6,CUST0294,Home,M,30,116215.0,1,3.9917050887294567,0
2023,9,CUST0185,Clothing,F,43,81227.0,2,2.5605964026587626,0
2023,9,CUST0278,Home,M,37,137462.0,3,3.478759337822306,0
2021,7,CUST0159,Toys,F,44,90807.0,5,2.665947892299011,0
2020,6,CUST0204,Electronics,M,51,136337.0,7,4.191035677272236,0
2023,12,CUST0160,Toys,F,46,69638.0,4,3.889606981228666,0
2020,5,CUST0111,Electronics,F,24,93997.0,2,2.8693384359313185,0
2021,7,CUST0279,Toys,M,25,138774.0,2,4.488532780542403,0
2020,5,CUST0260,Books,M,23,43305.0,5,4.674395959012542,0
2021,11,CUST0107,Clothing,F,63,145075.0,0,3.966197826543179,0
2021,5,CUST0285,Clothing,M,36,30299.0,1,4.040979556305493,0
2022,4,CUST0244,Toys,M,32,110560.0,4,4.840946246248141,0
2022,4,CUST0168,Clothing,M,64,52096.0,2,2.94594945719923,0
2022,7,CUST0268,Toys,F,48,168322.0,4,2.858745595375992,0
2020,7,CUST0012,Electronics,F,47,105583.0,2,2.7578258130998035,0
2023,5,CUST0179,Home,M,30,71544.0,3,3.0221238316626455,0
2020,5,CUST0234,Electronics,M,29,106500.0,5,3.771236126025143,0
2020,12,CUST0290,Home,F,24,198660.0,2,5.0,0
2021,2,CUST0202,Clothing,M,33,147326.0,4,3.414069400054948,0
2023,2,CUST0162,Clothing,F,34,123829.0,3,3.444389630874514,0
2021,6,CUST0153,Books,M,32,135899.0,2,3.9875369117506785,1
2020,8,CUST0055,Home,M,24,111808.0,5,5.0,0
2022,8,CUST0122,Home,M,47,154375.0,5,4.944549182521951,0
2022,5,CUST0018,Toys,F,41,124887.0,2,4.392082772813905,0
2023,7,CUST0165,Home,M,55,97137.0,2,3.6654038473951633,0
2022,4,CUST0101,Books,M,18,71419.0,3,2.4299803743991957,0
2020,7,CUST0087,Toys,F,67,46355.0,4,3.8448203725165198,1
2023,5,CUST0046,Toys,M,54,130127.0,3,4.438673956020438,0
2022,5,CUST0166,Home,F,40,,2,3.1714288514937397,0
2023,4,CUST0206,Books,M,24,58315.0,5,5.0,0
2022,9,CUST0224,Clothing,M,65,95194.0,2,3.8432740084636534,0
2023,3,CUST0160,Books,M,31,126100.0,0,3.63784877269948,1
2021,10,CUST0252,Books,M,29,85124.0,2,3.320930862316156,0
2023,3,CUST0059,Clothing,M,33,41648.0,2,3.402328444641489,0
2021,7,CUST0186,Home,F,42,130051.0,3,3.8711638896757194,0
2023,4,CUST0295,Books,M,53,174600.0,1,4.197274935576003,0
2021,12,CUST0268,Electronics,M,67,57771.0,1,3.862327011648102,0
2020,6,CUST0005,Toys,F,25,76836.0,6,4.581836575139511,1
2023,4,CUST0168,Electronics,M,18,62917.0,3,4.912896104443723,0
2023,10,CUST0133,Home,F,28,111010.0,5,4.756025813318847,0
2021,8,CUST0226,Toys,M,57,115239.0,4,4.2026264464758265,0
2023,3,CUST0006,Home,F,36,153111.0,4,4.2846502304492775,1
2021,8,CUST0046,Books,M,23,186482.0,3,3.8442665791284596,0
2020,9,CUST0075,Toys,F,52,49075.0,6,2.7947417189616695,0
2020,2,CUST0034,Home,F,52,89434.0,3,3.7095192915716018,0
2020,10,CUST0232,Books,M,52,29718.0,3,4.188901299123214,0
2023,4,CUST0260,Electronics,M,56,80939.0,3,4.61935053998867,0
2020,2,CUST0024,Toys,F,27,119335.0,2,4.887570662601292,0
2022,2,CUST0108,Toys,F,24,61982.0,5,2.8313904165457835,0
2022,12,CUST0180,Toys,M,27,99082.0,3,2.7673275574251655,0
2020,8,CUST0056,Toys,F,55,136843.0,4,4.374737493983588,0
2021,3,CUST0223,Books,F,33,121160.0,8,4.400037237363286,0
2020,11,CUST0177,Home,M,60,192355.0,1,3.3723736985846196,0
2023,5,CUST0235,Books,M,34,94865.0,4,3.7283851057264563,0
2022,11,CUST0104,Electronics,F,28,114100.0,2,3.7320632509284075,0
2021,2,CUST0034,Electronics,F,31,48250.0,2,2.166514659589483,1
2021,10,CUST0038,Electronics,F,66,97999.0,1,3.777364280943272,0
2023,3,CUST0204,Electronics,M,41,104630.0,3,5.0,0
2022,4,CUST0236,Clothing,F,36,15694.0,4,2.9799678961428677,0
2020,3,CUST0175,Toys,M,54,23733.0,3,4.890292780505006,0
2023,6,CUST0109,Books,F,22,91922.0,6,3.2296345929539316,0
2021,8,CUST0011,Toys,M,18,111923.0,3,2.75722159862439,1
2021,5,CUST0114,Electronics,F,21,96211.0,6,3.5252548910925734,0
2023,7,CUST0182,Toys,M,35,1000.0,7,4.7656148459129275,0
2021,8,CUST0170,Toys,F,59,112059.0,6,4.080522866572269,0
2023,2,CUST0217,Books,M,64,82609.0,2,3.5307683565706456,0
2020,5,CUST0119,Books,F,55,114653.0,2,4.563713861166473,0
2023,6,CUST0292,Clothing,M,50,64519.0,3,4.169065896264315,0
2023,12,CUST0159,Home,M,47,97218.0,4,3.5718617874902896,0
2023,10,CUST0086,Electronics,M,24,81865.0,2,3.9761054220580796,0
2022,7,CUST0020,Home,M,42,137977.0,2,3.3281731261812,0
2021,9,CUST0239,Home,M,56,86528.0,1,3.2558664214159694,0
2021,12,CUST0223,Clothing,M,34,104000.0,2,5.0,0
2023,5,CUST0061,Toys,F,42,74420.0,1,4.3003858295149975,1
2021,6,CUST0288,Home,M,32,163301.0,4,4.031611200322491,0
2021,5,CUST0134,Books,F,21,114687.0,2,4.206143571877039,0
2022,11,CUST0110,Home,F,61,,2,3.797947485332459,0
2021,2,CUST0036,Clothing,M,19,63808.0,2,2.9240166669091128,1
2020,7,CUST0044,Books,M,23,91164.0,6,4.640329990954698,0
2021,8,CUST0009,Toys,M,55,156101.0,8,3.6582463226326842,0
2023,7,CUST0127,Books,F,21,98947.0,3,4.20962850118424,1
2020,8,CUST0091,Clothing,F,67,89705.0,1,3.898106834048862,0
2023,7,CUST0253,Books,M,66,153921.0,6,4.605989935829365,0
2023,5,CUST0044,Toys,M,65,90164.0,4,5.0,0
2023,5,CUST0103,Books,M,64,125728.0,2,2.240175166079572,1
2022,1,CUST0151,Clothing,M,38,73407.0,3,2.9691258636309907,0
2022,10,CUST0132,Clothing,F,37,102741.0,4,,0
2023,6,CUST0267,Home,F,51,119899.0,2,5.0,0
2022,4,CUST0117,Books,M,36,94740.0,2,4.455782361529597,0
2023,10,CUST0118,Toys,F,65,166137.0,3,5.0,0
2023,3,CUST0097,Electronics,M,65,111890.0,4,3.8375589894780755,0
2020,4,CUST0294,Electronics,F,42,129806.0,1,4.7946512554060785,0
2023,10,CUST0180,Electronics,F,36,128118.0,2,3.2313502987439064,1
2022,1,CUST0256,Clothing,F,68,97410.0,4,3.205729365886051,0
2022,8,CUST0199,Electronics,F,55,95795.0,3,5.0,0
2022,4,CUST0091,Electronics,M,57,93275.0,2,4.231271048258412,0
2020,9,CUST0231,Clothing,F,45,,8,3.904206127845072,1
2021,7,CUST0188,Toys,M,21,247795.0,3,3.9444654882628645,0
2022,10,CUST0064,Clothing,M,39,81820.0,1,4.520854010703671,0
2020,5,CUST0099,Electronics,F,60,92426.0,2,2.8657529534847868,0
2022,10,CUST0121,Books,M,24,63779.0,3,4.2106822161151705,0
2020,8,CUST0036,Toys,M,50,86868.0,3,4.012046982365898,0
2021,10,CUST0192,Toys,M,58,,3,3.4218904178065808,0
2022,8,CUST0179,Clothing,M,28,41572.0,3,4.226963494111698,0
2020,3,CUST0293,Electronics,F,54,69775.0,5,4.154085304338985,1
2020,7,CUST0269,Electronics,M,54,50447.0,7,4.869592243811399,0
2023,10,CUST0089,Toys,F,69,124226.0,4,4.689311402745399,0
2021,5,CUST0166,Electronics,M,63,30168.0,2,4.8261797081462365,0
2020,12,CUST0051,Toys,M,66,78677.0,4,3.714477478422112,0
2022,1,CUST0153,Electronics,F,32,71335.0,1,4.040634240858382,0
2020,11,CUST0077,Books,F,29,79303.0,4,2.8620650962821736,0
2021,12,CUST0074,Electronics,M,38,56041.0,3,4.615615423801147,0
2020,4,CUST0058,Clothing,F,23,9226.0,3,4.035169657564079,0
2020,7,CUST0218,Clothing,F,56,45155.0,2,5.0,0
2023,9,CUST0202,Clothing,M,44,50117.0,2,3.5848362916741126,0
2023,10,CUST0001,Clothing,F,37,66971.0,5,2.9867728727928053,0
2020,4,CUST0137,Books,M,42,75527.0,5,3.8530913535370575,1
2022,4,CUST0274,Books,F,19,102206.0,3,4.488389328250305,0
2020,11,CUST0022,Clothing,M,58,70242.0,5,4.136957866395053,0
2023,12,CUST0164,Home,M,18,128307.0,5,5.0,1
2020,2,CUST0150,Electronics,F,27,58558.0,5,3.99757275090569,0
2022,3,CUST0288,Home,F,29,148316.0,3,5.0,0
2023,8,CUST0196,Electronics,M,21,103388.0,3,3.950112802314744,0
2020,12,CUST0047,Books,M,45,128845.0,1,3.227178781354034,0
2020,6,CUST0093,Clothing,M,58,83331.0,3,5.0,0
2021,8,CUST0239,Electronics,F,25,187412.0,3,3.8366303285947483,0
2022,3,CUST0129,Toys,M,51,33398.0,7,4.02520579111378,0
2023,4,CUST0079,Home,M,43,156643.0,0,4.140181310963838,0
2021,7,CUST0264,Home,M,32,66268.0,1,5.0,0
2021,3,CUST0209,Books,F,55,77020.0,3,3.034636342043295,0
2022,12,CUST0160,Toys,F,46,45586.0,0,2.699318209617699,0
2020,12,CUST0081,Books,F,27,76134.0,1,3.59390397800662,0
2021,5,CUST0224,Home,F,48,120989.0,3,4.061438104877536,0
2021,10,CUST0166,Books,F,60,80263.0,4,4.155441482282526,0
2022,1,CUST0217,Home,F,56,175869.0,4,3.5770011726546,0
2020,10,CUST0221,Books,M,52,95643.0,2,2.630539521720072,0
2020,9,CUST0083,Electronics,F,20,205059.0,5,2.724036698655219,0
2022,10,CUST0075,Home,F,25,71974.0,2,1.8680205432613501,0
2021,5,CUST0216,Electronics,M,43,90101.0,10,2.3008006139910786,0
2022,3,CUST0025,Books,F,37,134315.0,4,3.4427066121084566,1
2022,6,CUST0222,Toys,M,51,54118.0,1,4.382682410294383,0
2020,7,CUST0059,Toys,M,27,168884.0,2,4.396133974824138,0
2021,9,CUST0260,Toys,F,26,99737.0,5,5.0,0
2023,2,CUST0065,Electronics,M,68,89743.0,8,4.610615365433358,0
2020,3,CUST0173,Books,F,56,39723.0,3,3.1790305666336582,0
2020,7,CUST0006,Electronics,M,65,87994.0,4,4.6192161599424955,0
2022,6,CUST0264,Home,M,59,118654.0,2,2.353509608587994,0
2021,2,CUST0243,Electronics,F,42,49256.0,1,5.0,0
2023,10,CUST0069,Home,F,46,130069.0,4,,0
2022,5,CUST0091,Books,M,29,110376.0,4,4.095476418176467,0
2022,9,CUST0077,Clothing,F,67,44072.0,4,4.48159835078133,0
2022,8,CUST0120,Home,F,67,96425.0,3,4.59808168553918,0
2022,3,CUST0013,Electronics,M,30,112030.0,3,4.148452871993994,0
2022,11,CUST0045,Home,M,55,65872.0,1,4.897549794565477,1
2021,9,CUST0150,Books,M,45,86512.0,3,3.495652379867482,1
2021,8,CUST0190,Electronics,F,44,65777.0,2,3.1054363215050094,0
2021,9,CUST0011,Electronics,F,45,110989.0,2,4.362402243576228,0
2022,2,CUST0137,Clothing,M,57,188537.0,2,5.0,0
2020,8,CUST0215,Toys,F,67,127573.0,3,4.149869344464906,0
2023,6,CUST0067,Home,F,31,94502.0,3,5.0,1
2021,3,CUST0295,Toys,M,51,84260.0,2,3.772742309866808,0
2020,1,CUST0053,Clothing,F,50,108173.0,2,3.490197884785758,0
2022,3,CUST0011,Toys,F,33,39175.0,6,3.5048746793916736,0
2023,6,CUST0181,Toys,F,44,103066.0,3,3.6641777434533602,0
2020,3,CUST0087,Books,F,66,44123.0,0,4.497915724710394,0
2020,7,CUST0267,Home,M,68,133210.0,2,3.3673969929238163,0
2022,4,CUST0261,Clothing,M,68,59190.0,3,3.7904138123340356,0
2020,7,CUST0154,Books,M,55,124374.0,5,3.8515684802000005,0
2021,11,CUST0013,Clothing,F,31,28918.0,3,3.3676265202762057,0
2023,4,CUST0027,Electronics,M,31,27864.0,11,3.9709759033557916,0
2022,10,CUST0155,Books,M,26,84017.0,3,5.0,0
2020,7,CUST0088,Toys,F,59,141504.0,2,2.3148994530204745,0
2023,1,CUST0164,Books,M,57,122691.0,6,3.9627628001174986,0
2022,10,CUST0073,Home,F,55,69140.0,2,2.451939873708735,1
2023,8,CUST0180,Electronics,F,34,119772.0,7,5.0,0
2021,10,CUST0015,Books,F,39,120442.0,5,3.714273868639722,0
2023,9,CUST0276,Toys,M,25,90423.0,2,4.190991114498183,0
2021,5,CUST0238,Books,M,40,120190.0,2,5.0,0
2021,3,CUST0281,Toys,M,18,118454.0,3,4.6698469375935066,0
2020,8,CUST0052,Home,M,56,119698.0,3,3.700666710804998,0
2020,8,CUST0137,Books,F,18,121455.0,5,3.7498375401113804,0
2023,8,CUST0125,Books,F,22,62705.0,3,4.8401614559628765,0
2020,6,CUST0223,Home,F,64,102503.0,3,5.0,0
2021,1,CUST0070,Books,F,40,89775.0,2,2.203036097277436,0
2020,7,CUST0162,Home,M,26,133569.0,2,5.0,0
2021,9,CUST0293,Clothing,F,24,89567.0,3,3.5306337305600284,0
2022,1,CUST0049,Toys,M,37,98603.0,2,3.0326164704509577,0
2022,4,CUST0011,Books,F,52,140093.0,2,3.6743816649817633,0
2023,5,CUST0020,Toys,F,36,149253.0,5,3.4888580523822394,0
2021,10,CUST0060,Books,M,53,94030.0,4,4.983841188006533,0
2020,5,CUST0077,Books,F,19,70407.0,3,4.572610712640893,0
2022,1,CUST0101,Electronics,M,28,73552.0,1,3.826565370249434,0
2020,6,CUST0017,Toys,F,59,169238.0,1,3.896723537625367,0
2023,9,CUST0280,Books,F,30,42225.0,2,4.182997242751499,0
2020,7,CUST0043,Toys,M,28,20024.0,2,4.00577972267747,0
2020,2,CUST0204,Toys,F,21,105483.0,1,2.8576648503662314,1
2023,5,CUST0159,Toys,F,22,82733.0,4,3.216497777768634,0
2021,4,CUST0231,Toys,M,40,91419.0,6,5.0,0
2022,7,CUST0233,Toys,M,60,98323.0,2,4.01019497309999,0
2020,6,CUST0286,Clothing,M,31,75542.0,0,3.231435378888511,0
2020,7,CUST0205,Electronics,M,41,73627.0,2,4.904708718602368,0
2022,8,CUST0065,Electronics,M,65,130002.0,2,4.0000111392110895,0
2020,5,CUST0161,Electronics,M,43,102659.0,3,5.0,0
2022,12,CUST0023,Clothing,M,56,106777.0,1,3.2323915844855398,0
2020,5,CUST0096,Home,F,57,61688.0,5,3.5077092750178664,0
2023,5,CUST0112,Home,F,68,87671.0,4,2.920181966758591,0
2022,2,CUST0251,Electronics,M,28,99790.0,5,5.0,0
2023,11,CUST0224,Electronics,F,60,111295.0,5,4.456841909892266,0
2021,12,CUST0255,Home,F,60,94999.0,3,4.685291248123308,0
2022,1,CUST0129,Home,F,55,122029.0,2,3.442354667998488,1
2021,1,CUST0251,Toys,M,48,60319.0,2,3.625930182050143,0
2022,3,CUST0233,Clothing,F,32,72976.0,3,4.356925466962654,0
2021,1,CUST0125,Electronics,F,49,1000.0,5,2.5618966545173416,1
2023,6,CUST0072,Electronics,F,64,125647.0,4,4.755874581277817,0
2023,10,CUST0286,Clothing,F,31,112208.0,4,3.4505184490797554,0
2022,11,CUST0107,Clothing,F,49,104738.0,1,3.728562986218983,0
2021,1,CUST0193,Clothing,M,22,70427.0,4,3.496288744854169,0
2021,7,CUST0186,Clothing,F,28,109370.0,2,2.5346453672171747,0
2020,12,CUST0261,Electronics,M,58,95178.0,5,4.194721315287705,0
2020,6,CUST0233,Clothing,M,22,68693.0,3,5.0,0
2023,7,CUST0147,Toys,F,68,103469.0,4,4.819426850782806,1
2022,12,CUST0091,Electronics,F,37,2322.0,2,4.545393763681132,0
2021,11,CUST0262,Home,F,29,134437.0,4,3.397951456227841,0
2022,8,CUST0203,Toys,F,69,137153.0,3,3.906119775479898,0
2020,4,CUST0126,Electronics,F,45,85996.0,0,4.712997011185788,0
2021,7,CUST0240,Clothing,M,33,106943.0,2,3.808385333253772,0
2021,7,CUST0154,Home,F,63,130867.0,3,3.7606220325101756,0
2022,4,CUST0148,Books,M,33,61403.0,0,3.1430508841101497,0
2022,5,CUST0078,Home,M,39,95829.0,4,3.5271337691739975,0
2021,1,CUST0254,Electronics,F,27,160213.0,1,3.9858140330801786,0
2021,2,CUST0191,Home,M,54,103686.0,4,4.687617201120559,0
2023,10,CUST0072,Books,M,31,161420.0,1,4.194973119320711,0
2022,3,CUST0283,Books,F,62,103212.0,6,4.742541728647738,0
2023,1,CUST0074,Toys,M,60,68076.0,3,3.7030161076896793,0
2023,8,CUST0058,Home,F,60,124251.0,2,4.549832269475503,0
2022,12,CUST0235,Home,M,22,182110.0,2,4.062649063181584,0
2023,3,CUST0195,Electronics,M,39,136362.0,3,2.6048048711379277,0
2021,7,CUST0236,Toys,F,66,98798.0,2,4.531678150637122,0
2021,12,CUST0020,Clothing,F,45,88498.0,5,4.400640309443358,0
2021,4,CUST0242,Clothing,F,21,60249.0,5,3.697885965542913,0
2020,10,CUST0058,Toys,F,50,98208.0,2,2.7120553657666466,0
2021,9,CUST0199,Electronics,F,42,,1,3.8242977470339903,0
