연도,월,고객ID,지역,음식카테고리,나이,배달시간,주문금액,주문수량,평점,불만제기여부
2022,1,CUST0366,서울,중식,62,54.4,11491.0,1,4.906147109763345,0
2023,8,CUST0318,경기,중식,64,23.0,29196.0,3,4.264993744293357,0
2023,2,CUST0440,부산,중식,54,31.9,7267.0,3,3.818773992991685,0
2021,8,CUST0127,인천,양식,36,31.5,6690.0,1,3.1301106864114767,1
2022,2,CUST0370,경기,중식,41,25.5,7696.0,0,4.5915126996766364,0
2022,3,CUST0113,경기,일식,19,20.0,14985.0,2,5.0,0
2022,10,CUST0025,인천,한식,53,23.1,6752.0,1,3.7787818298375244,0
2023,1,CUST0067,대구,일식,38,39.4,25458.0,3,3.9539696908244015,0
2021,5,CUST0245,경기,한식,52,35.9,27972.0,1,5.0,0
2023,9,CUST0341,대구,분식,32,32.9,13289.0,4,5.0,0
2022,8,CUST0296,인천,양식,53,30.2,21501.0,0,5.0,0
2023,5,CUST0240,부산,분식,20,31.4,28083.0,3,5.0,0
2021,12,CUST0121,경기,한식,65,31.7,26254.0,1,4.2072028447413,0
2022,5,CUST0115,인천,일식,48,17.5,17653.0,2,3.1807999949341657,0
2023,4,CUST0047,대구,중식,49,31.1,16593.0,4,3.9192558213760127,0
2022,2,CUST0310,부산,일식,50,38.3,7166.0,0,4.772506526010907,0
2022,10,CUST0041,서울,일식,33,40.7,18506.0,5,4.977265292534263,0
2022,8,CUST0202,대구,중식,51,22.8,13510.0,2,4.011143089125657,0
2023,12,CUST0289,인천,패스트푸드,48,34.4,27055.0,1,2.43065526717426,0
2021,5,CUST0433,인천,양식,24,31.0,13870.0,2,4.343402659843355,0
2021,5,CUST0254,부산,패스트푸드,41,45.3,4067.0,2,4.454704572551494,1
2022,6,CUST0246,경기,패스트푸드,29,28.9,24013.0,1,4.088240129782887,0
2021,2,CUST0492,서울,중식,25,32.5,35520.0,2,4.201911299857256,0
2021,9,CUST0121,인천,중식,54,36.1,29227.0,2,4.881856655672566,0
2023,3,CUST0090,인천,중식,63,37.7,30386.0,1,4.877068665601623,0
2022,6,CUST0428,대구,양식,32,40.8,28087.0,3,4.655944202313821,0
2022,7,CUST0348,인천,양식,37,14.3,17108.0,1,3.159596191197185,0
2021,10,CUST0337,부산,일식,35,30.7,15426.0,0,3.8770492159809242,0
2022,10,CUST0143,경기,분식,37,21.3,29551.0,2,4.4832182490482575,0
2021,7,CUST0471,부산,패스트푸드,37,41.7,18545.0,2,4.688913950565383,0
2022,4,CUST0386,대구,한식,63,36.7,21702.0,1,4.8985480183961005,0
2021,11,CUST0348,부산,분식,23,29.4,19095.0,1,3.56274575476787,0
2022,5,CUST0193,대구,양식,25,17.5,9759.0,5,3.900083071278967,0
2022,6,CUST0341,부산,일식,28,37.9,5399.0,2,4.892920905718696,0
2021,10,CUST0345,경기,일식,31,30.1,16220.0,0,4.712805196873521,0
2022,7,CUST0368,대구,일식,49,34.9,30067.0,1,4.0031643127251355,0
2023,9,CUST0258,인천,한식,47,36.0,16168.0,5,4.310273105154379,0
2021,3,CUST0432,경기,일식,31,25.5,20493.0,1,4.359318121375547,0
2021,12,CUST0015,경기,일식,50,29.5,27470.0,3,4.849514510630897,0
2023,2,CUST0199,경기,분식,31,31.0,18599.0,6,4.124893378182801,0
2023,5,CUST0349,서울,일식,61,22.5,27542.0,3,3.913164022663963,0
2023,11,CUST0283,서울,양식,59,34.4,30244.0,3,3.53761577792762,0
2023,6,CUST0088,대구,양식,40,40.3,12078.0,4,4.402641811544874,0
2022,8,CUST0119,대구,일식,59,41.9,25016.0,0,4.4014276122640075,0
2021,1,CUST0139,부산,패스트푸드,38,35.4,18969.0,0,4.165033509714209,0
2023,9,CUST0225,부산,패스트푸드,62,33.5,22410.0,1,4.70652499417011,0
2022,1,CUST0384,서울,양식,31,33.8,17011.0,2,4.483888752459614,0
2021,1,CUST0210,부산,양식,29,38.6,25590.0,1,4.489766445409111,0
2021,7,CUST0052,대구,양식,68,45.6,25117.0,0,4.626505955953818,0
2023,10,CUST0377,부산,일식,51,39.3,11687.0,1,4.993486446953003,0
2022,7,CUST0189,서울,양식,22,26.2,27018.0,4,3.6717201210526786,0
2023,8,CUST0238,대구,일식,52,34.0,13261.0,0,3.551252960100751,0
2022,8,CUST0246,인천,일식,46,33.5,29958.0,2,4.9602422622989355,0
2021,9,CUST0148,대구,중식,24,39.4,11119.0,2,3.434882267556088,0
2023,11,CUST0322,대구,분식,35,25.2,12159.0,0,5.0,0
2023,2,CUST0029,부산,일식,62,46.4,24635.0,2,4.555365782513406,0
2022,5,CUST0181,인천,한식,49,24.2,14309.0,4,3.92578728942407,0
2023,2,CUST0228,부산,중식,36,,29737.0,1,4.074753305311544,0
2023,3,CUST0086,부산,일식,27,61.3,28607.0,0,5.0,0
2022,2,CUST0066,인천,분식,18,23.6,20973.0,3,4.197384936494879,0
2022,1,CUST0494,경기,일식,62,21.9,33853.0,1,4.123341514295029,0
2023,9,CUST0329,부산,일식,29,11.6,18450.0,3,3.651184878078164,0
2023,11,CUST0380,대구,분식,41,30.7,20002.0,3,4.528246942050419,0
2022,3,CUST0044,대구,한식,46,30.5,18791.0,4,4.340203677031204,0
2023,9,CUST0308,인천,일식,61,39.4,18873.0,3,3.487341827648582,0
2022,8,CUST0219,부산,분식,51,28.6,8911.0,1,4.236439685563617,0
2021,9,CUST0140,부산,패스트푸드,37,41.5,34037.0,4,3.7698013215118023,0
2022,7,CUST0012,대구,분식,37,40.2,34261.0,1,3.189689418034494,0
2021,12,CUST0178,인천,양식,62,30.3,16687.0,1,4.225635263421009,0
2021,5,CUST0375,서울,패스트푸드,38,24.1,22439.0,2,4.297274451763832,1
2022,5,CUST0166,경기,분식,38,29.2,21287.0,0,3.7357908744676345,0
2023,11,CUST0217,서울,중식,38,22.3,25359.0,3,3.564474970463362,0
2023,11,CUST0115,대구,패스트푸드,52,30.9,26689.0,0,3.9813089744197994,0
2022,6,CUST0454,경기,중식,38,28.0,15185.0,6,3.815810518364207,0
2021,12,CUST0200,서울,분식,39,38.9,19343.0,5,4.516604933418234,0
2023,2,CUST0277,대구,양식,36,17.4,26780.0,2,4.9871259321360775,0
2022,9,CUST0208,경기,패스트푸드,65,,3000.0,2,4.1925196442399475,0
2022,2,CUST0104,서울,중식,68,28.5,3000.0,1,,0
2021,5,CUST0455,부산,일식,46,40.7,17869.0,0,4.5192053144795645,0
2022,11,CUST0375,경기,한식,49,25.4,18774.0,2,4.0633566693765735,0
2021,9,CUST0397,인천,한식,67,37.8,14137.0,3,3.5368391061114135,0
2022,3,CUST0180,대구,중식,40,39.7,30227.0,5,4.700093117058486,0
2021,6,CUST0014,부산,패스트푸드,52,13.1,5170.0,2,4.446358271101563,0
2023,6,CUST0169,대구,중식,28,16.5,46826.0,2,5.0,0
2021,1,CUST0024,인천,양식,60,22.7,19664.0,5,3.2955096105980304,0
2022,7,CUST0268,서울,양식,54,38.8,18710.0,1,4.85966580768919,0
2022,7,CUST0140,부산,패스트푸드,55,30.8,36569.0,4,3.5199130825019065,0
2022,5,CUST0132,인천,양식,44,28.7,8018.0,1,4.665136955588179,0
2021,2,CUST0052,인천,중식,68,36.1,20690.0,0,4.783262492169316,0
2021,1,CUST0458,경기,중식,24,29.5,7220.0,1,5.0,0
2023,5,CUST0026,경기,양식,20,32.9,9624.0,0,4.840550814416182,0
2022,8,CUST0042,대구,양식,64,26.3,30082.0,7,5.0,0
2023,1,CUST0105,경기,중식,21,49.5,10031.0,4,3.8397786471999504,0
2022,1,CUST0164,서울,한식,29,10.0,23139.0,7,3.8417806830217143,0
2022,3,CUST0285,대구,패스트푸드,28,34.4,14787.0,0,3.237225265582711,0
2023,7,CUST0318,인천,양식,63,10.8,16491.0,2,3.0609759677775052,0
2022,3,CUST0452,서울,양식,18,53.1,23319.0,2,4.348435817746189,0
2022,12,CUST0346,대구,일식,30,34.2,31621.0,2,4.034231794730238,0
2021,7,CUST0301,경기,양식,62,38.3,14603.0,0,3.5771351689366284,0
2023,5,CUST0434,인천,분식,52,37.5,12516.0,1,5.0,0
2023,5,CUST0207,대구,패스트푸드,67,12.9,21836.0,0,3.939327293369871,0
2021,11,CUST0036,서울,양식,31,43.5,7730.0,1,3.475161560366875,0
2021,10,CUST0326,부산,중식,63,24.9,26020.0,2,4.6518485304814305,0
2023,8,CUST0087,경기,한식,60,36.8,15452.0,1,3.8798894543994082,0
2021,9,CUST0416,인천,한식,41,33.1,28301.0,0,3.49661957933048,0
2023,7,CUST0316,인천,중식,18,23.9,14778.0,3,3.7702799116352597,0
2023,12,CUST0303,인천,패스트푸드,37,18.8,26033.0,3,4.7203020056842355,0
2023,12,CUST0497,인천,분식,42,10.0,7786.0,2,4.279613083113713,0
2021,3,CUST0439,부산,양식,33,20.4,13639.0,0,5.0,0
2022,1,CUST0140,부산,패스트푸드,59,30.2,21980.0,4,,0
2021,2,CUST0170,서울,패스트푸드,68,37.2,29212.0,0,4.369059364181683,0
2022,9,CUST0285,서울,중식,37,31.1,26104.0,3,5.0,0
2021,5,CUST0099,서울,중식,69,24.9,13881.0,1,3.9768122664870598,0
2022,11,CUST0111,경기,중식,32,22.6,9215.0,2,3.3598417976721695,0
2023,9,CUST0180,대구,일식,46,22.5,4323.0,1,5.0,0
2022,5,CUST0249,인천,양식,64,18.8,11762.0,3,4.95264932247017,0
2021,11,CUST0249,부산,중식,22,37.5,3506.0,2,3.688996730991445,0
2023,8,CUST0404,인천,분식,24,23.4,26048.0,2,2.539009386671859,0
2022,8,CUST0037,경기,패스트푸드,33,30.6,15940.0,2,4.306857895393298,0
2023,5,CUST0367,부산,양식,44,31.9,10241.0,4,4.205186884746361,0
2022,1,CUST0321,인천,일식,35,39.9,17677.0,2,3.9896672520992973,0
2022,12,CUST0267,서울,한식,31,22.5,29480.0,3,3.9200837046116006,0
2022,4,CUST0169,서울,패스트푸드,25,23.9,24034.0,1,4.043679688189788,0
2021,9,CUST0495,대구,한식,26,,30240.0,1,4.399669041576035,0
2021,8,CUST0099,부산,일식,25,28.8,27658.0,2,3.8066304631970023,0
2022,7,CUST0259,대구,한식,28,18.1,17579.0,1,3.3137726685905355,0
2023,5,CUST0414,인천,일식,59,20.9,14800.0,0,4.436105450335638,0
2021,7,CUST0279,대구,분식,65,25.5,9076.0,5,4.0435705063634675,0
2023,3,CUST0055,서울,중식,29,17.2,19721.0,2,3.4696834325291976,0
2021,8,CUST0146,서울,양식,58,13.7,12965.0,4,1.9775125306314347,0
2023,6,CUST0426,서울,한식,65,37.6,13042.0,3,3.42809979667691,0
2021,5,CUST0420,경기,분식,39,38.6,22410.0,1,4.774649375058517,0
2023,6,CUST0368,부산,한식,30,16.5,14061.0,2,4.881468640831487,0
2022,4,CUST0376,인천,분식,33,20.0,10018.0,3,4.022889016458501,0
2023,6,CUST0393,대구,양식,69,,21482.0,0,4.5898847275184,0
2022,7,CUST0331,경기,한식,41,35.0,10154.0,2,4.1757067469278,0
2022,8,CUST0005,서울,패스트푸드,45,25.1,16727.0,2,3.794512094778184,0
2021,3,CUST0408,대구,한식,39,17.0,11843.0,3,4.37533715949651,0
2021,2,CUST0188,인천,한식,65,10.0,24061.0,0,3.037285659589159,0
2023,7,CUST0368,인천,양식,29,29.4,20181.0,5,2.6531879470784547,0
2022,5,CUST0268,대구,분식,57,48.9,10343.0,2,4.1655372577500325,1
2023,3,CUST0267,경기,일식,48,38.3,21967.0,1,4.044108943242491,0
2023,10,CUST0429,경기,중식,35,40.7,21079.0,0,4.643223405823027,0
2023,6,CUST0451,부산,일식,27,19.6,20521.0,1,3.527641523826212,0
2021,11,CUST0209,서울,일식,34,24.3,15933.0,2,5.0,0
2022,9,CUST0409,경기,일식,31,22.8,20109.0,2,4.031229758728956,0
2023,12,CUST0327,부산,패스트푸드,34,30.8,16644.0,4,4.866068823133329,0
2021,10,CUST0202,인천,중식,36,36.6,6607.0,4,2.8571260723357925,0
2023,12,CUST0321,대구,일식,53,13.2,28861.0,4,2.8363905240739746,0
2022,6,CUST0189,부산,일식,46,35.9,22939.0,2,3.405948783605799,0
2023,11,CUST0465,인천,패스트푸드,29,32.1,28690.0,1,3.8682786489419305,0
2023,12,CUST0308,대구,중식,18,34.4,23608.0,0,5.0,0
2021,2,CUST0363,경기,중식,53,21.1,13798.0,0,3.498178782960497,0
2023,10,CUST0025,경기,분식,18,12.4,23965.0,8,4.529838832709542,0
2023,3,CUST0340,경기,양식,61,15.7,26238.0,1,2.938539838241243,0
2021,3,CUST0171,인천,분식,49,30.8,34596.0,1,5.0,0
2021,7,CUST0355,인천,패스트푸드,34,28.7,26351.0,3,4.45865084584352,0
2023,9,CUST0287,부산,일식,62,28.6,13428.0,1,4.164156647802511,0
2021,2,CUST0498,경기,분식,68,39.9,27725.0,3,4.719217921646193,0
2022,2,CUST0124,인천,한식,46,20.8,12515.0,3,3.6335885711764817,0
2021,12,CUST0229,인천,한식,42,32.6,20596.0,3,4.394431122978526,0
2022,9,CUST0038,경기,분식,37,18.9,21594.0,1,5.0,0
2022,2,CUST0463,인천,한식,38,44.0,24324.0,4,3.429278597897219,0
2022,3,CUST0462,인천,한식,36,26.1,20925.0,1,3.276723601307101,0
2022,2,CUST0251,경기,양식,51,35.0,12658.0,1,4.4071113159437125,0
2021,7,CUST0118,부산,분식,34,27.3,20113.0,2,3.388608717776404,0
2023,4,CUST0262,대구,분식,61,21.8,15839.0,2,3.702774014003621,0
2021,12,CUST0007,부산,중식,49,10.2,17653.0,2,4.428342454121688,0
2022,8,CUST0363,경기,일식,65,34.0,32383.0,4,5.0,0
2022,5,CUST0008,부산,중식,33,20.8,18633.0,4,3.7993714409347987,0
2022,5,CUST0221,서울,패스트푸드,57,31.5,17818.0,2,3.1330637232679144,1
2021,10,CUST0172,대구,한식,35,,17441.0,4,3.952725612827099,0
2021,5,CUST0208,부산,양식,27,10.4,19009.0,1,4.323498450307666,0
2023,5,CUST0340,서울,양식,67,37.1,31817.0,3,4.6282264476641,0
2023,12,CUST0204,대구,분식,28,42.7,29154.0,1,4.463646246961378,0
2022,8,CUST0022,부산,중식,69,36.8,20322.0,2,4.814671362933958,0
2021,3,CUST0116,서울,분식,59,23.9,21522.0,1,4.332227931639024,0
2023,6,CUST0049,부산,양식,23,,22930.0,2,4.170964071118862,0
2021,4,CUST0485,대구,분식,18,36.7,21855.0,1,3.8624893351206397,0
2022,9,CUST0081,부산,중식,29,19.5,19745.0,2,3.2257082147110916,1
2021,10,CUST0178,대구,한식,32,29.8,17252.0,2,3.8836151466552975,0
2022,3,CUST0023,대구,중식,56,29.7,27980.0,2,3.904592339274982,0
2023,1,CUST0249,인천,한식,38,35.5,15650.0,4,3.398909964263074,1
2022,1,CUST0296,서울,분식,59,44.0,19684.0,0,4.809866311114966,0
2023,9,CUST0100,서울,분식,45,14.3,31431.0,2,4.3959929918037215,0
2023,8,CUST0449,인천,한식,65,25.8,24926.0,5,4.222398534558713,0
2021,3,CUST0290,서울,중식,62,28.4,4994.0,0,4.012957480500597,0
2021,6,CUST0347,경기,분식,31,39.3,26350.0,1,4.618624682524023,0
2021,11,CUST0232,경기,중식,29,23.3,31440.0,1,3.5995658594318343,0
2022,12,CUST0238,대구,일식,54,27.4,16224.0,4,3.341479479140985,0
2021,7,CUST0294,대구,한식,34,17.8,24760.0,2,4.73460470542366,0
2021,7,CUST0008,경기,중식,49,43.1,37866.0,2,4.639245737477345,0
2022,2,CUST0129,부산,분식,38,21.3,21728.0,2,,0
2022,5,CUST0408,부산,양식,19,33.6,21643.0,3,4.541242249058552,0
2022,10,CUST0134,서울,양식,21,31.1,22406.0,1,4.047549879873366,0
2021,3,CUST0093,대구,양식,46,38.5,25818.0,4,4.444227352895893,0
2023,4,CUST0336,대구,일식,56,23.5,18062.0,0,,0
2023,2,CUST0365,서울,한식,48,33.7,18833.0,3,4.1999924498457135,1
2023,1,CUST0434,경기,한식,61,24.4,25439.0,1,3.8380956637780415,0
2022,8,CUST0360,경기,패스트푸드,41,45.2,17263.0,4,4.526929912104287,0
2023,12,CUST0120,서울,중식,50,29.9,27000.0,2,5.0,0
2022,7,CUST0021,경기,일식,43,42.4,10821.0,5,4.8689295145447264,0
2023,7,CUST0126,대구,패스트푸드,66,40.9,3000.0,2,4.241085032288152,0
2021,1,CUST0054,대구,중식,26,36.7,9765.0,2,4.047056244686743,0
2021,8,CUST0339,대구,일식,25,37.8,14672.0,4,5.0,0
2023,1,CUST0254,서울,패스트푸드,44,43.8,27915.0,0,2.962092519044882,0
2022,1,CUST0060,서울,한식,50,54.5,5387.0,4,3.672599750463228,1
2022,12,CUST0362,서울,패스트푸드,59,22.9,15520.0,0,4.221818285273668,0
2022,1,CUST0266,서울,일식,32,16.5,21765.0,0,2.900562748103068,0
2021,4,CUST0263,대구,일식,57,36.9,6909.0,1,4.857386643343162,1
2023,9,CUST0483,서울,분식,23,,26961.0,4,4.1562497004353185,0
2023,1,CUST0379,경기,패스트푸드,44,27.3,24993.0,2,4.445111573191675,0
2022,3,CUST0198,대구,한식,33,20.5,13310.0,0,4.289497374487933,0
2021,5,CUST0280,인천,중식,29,17.9,21957.0,3,4.890002953562587,0
2022,5,CUST0390,서울,패스트푸드,40,24.2,36493.0,3,3.77479505748698,0
2021,9,CUST0148,대구,중식,53,38.1,9016.0,1,4.86682681126278,0
2023,1,CUST0277,경기,양식,24,18.1,31671.0,3,3.4399861577066666,0
2021,8,CUST0078,대구,일식,49,28.7,9415.0,3,4.3145955883293565,0
2023,8,CUST0177,경기,한식,65,41.8,12090.0,0,5.0,0
2022,5,CUST0234,대구,패스트푸드,26,13.7,14870.0,2,4.280945530954037,0
2023,9,CUST0304,대구,일식,42,14.6,20818.0,3,5.0,0
2021,7,CUST0443,부산,양식,35,29.0,14110.0,6,4.4143749699514,0
2021,9,CUST0221,경기,한식,62,29.4,39635.0,0,5.0,0
2021,6,CUST0412,대구,양식,30,39.6,33059.0,1,4.107585398301759,0
2021,5,CUST0136,부산,분식,56,34.4,25985.0,1,,0
2021,7,CUST0126,부산,중식,45,26.0,25940.0,1,4.327488594191173,0
2022,9,CUST0316,서울,분식,48,31.5,32456.0,6,4.792672643872371,0
2022,5,CUST0147,인천,한식,30,24.7,24888.0,1,3.008769298002621,0
2022,2,CUST0169,인천,중식,59,24.0,22909.0,1,3.7209112786084226,0
2023,2,CUST0123,부산,한식,18,31.1,7668.0,2,4.455653384715756,0
2022,8,CUST0240,부산,분식,18,31.7,10353.0,2,4.704902603415834,0
2023,3,CUST0226,부산,일식,60,10.0,11304.0,2,4.165409734981243,0
2022,8,CUST0218,서울,한식,38,32.6,41010.0,2,3.5445760925245513,0
2021,5,CUST0225,경기,중식,42,32.1,14194.0,0,3.4763057047387984,0
2022,3,CUST0446,인천,패스트푸드,54,50.5,33219.0,0,5.0,0
2023,10,CUST0226,서울,일식,31,18.7,15894.0,2,3.5637484017651544,0
2023,8,CUST0264,대구,한식,62,28.4,21315.0,2,4.938345711633401,0
2023,1,CUST0264,부산,분식,54,23.8,15603.0,2,4.7769449634184475,0
2023,1,CUST0268,경기,중식,49,28.8,3392.0,4,5.0,0
2022,2,CUST0088,인천,한식,41,29.6,31943.0,3,5.0,0
2021,1,CUST0271,인천,중식,60,25.9,15567.0,3,5.0,0
2022,6,CUST0225,서울,양식,28,38.6,26248.0,1,4.657370025755929,0
2021,11,CUST0340,서울,중식,66,27.5,21837.0,0,5.0,0
2022,1,CUST0087,서울,양식,26,33.6,24880.0,1,5.0,0
2022,8,CUST0435,부산,일식,29,,26031.0,5,5.0,0
2023,2,CUST0431,부산,일식,28,42.8,13948.0,3,4.2143469973614165,0
2022,1,CUST0285,부산,패스트푸드,60,53.1,14724.0,7,3.597946833944393,0
2022,8,CUST0179,부산,양식,42,28.0,35332.0,4,4.947387853267201,0
2022,7,CUST0034,부산,중식,67,31.4,19362.0,3,3.9185534235838797,0
2023,8,CUST0297,부산,한식,32,53.7,31085.0,2,4.914880979830259,0
2021,1,CUST0281,대구,패스트푸드,41,19.8,15415.0,1,3.126567209562065,0
2022,11,CUST0357,부산,양식,64,28.3,18264.0,0,3.5001642384268465,0
2023,8,CUST0308,대구,패스트푸드,69,31.3,21720.0,2,5.0,0
2023,7,CUST0069,경기,패스트푸드,64,32.9,16421.0,1,4.928768066135579,0
2021,3,CUST0401,서울,한식,57,18.8,24143.0,2,3.1924459821806943,0
2022,7,CUST0491,대구,중식,43,25.7,23984.0,5,4.031251314979778,0
2022,12,CUST0267,부산,한식,41,27.9,19280.0,1,2.9370098068094785,0
2021,7,CUST0427,경기,양식,64,39.9,26981.0,1,3.7359041279476446,0
2021,8,CUST0277,대구,분식,38,36.3,18759.0,6,5.0,0
2021,9,CUST0497,서울,패스트푸드,61,22.8,7209.0,1,3.972639513620012,0
2021,8,CUST0320,서울,패스트푸드,19,28.5,36863.0,2,4.138951566817056,0
2023,12,CUST0065,인천,한식,45,33.8,20279.0,2,5.0,0
2023,6,CUST0232,서울,패스트푸드,39,44.3,24291.0,3,4.423911785648334,0
2022,7,CUST0389,부산,양식,31,31.3,29196.0,4,2.9846526603226806,0
2023,2,CUST0403,부산,중식,20,28.5,15118.0,1,4.7687357749136945,0
2021,9,CUST0053,인천,분식,34,31.9,3000.0,1,4.794788291751175,0
2023,10,CUST0257,부산,패스트푸드,41,33.7,19800.0,1,5.0,0
2023,11,CUST0318,인천,중식,26,30.0,17649.0,2,2.641028578275847,0
2023,3,CUST0392,부산,한식,56,25.3,9703.0,2,5.0,0
2022,2,CUST0195,부산,일식,67,28.4,14448.0,3,4.298051953162812,0
2021,10,CUST0213,부산,양식,65,35.7,27562.0,0,3.8717208191365557,0
2021,8,CUST0354,인천,분식,47,41.3,10810.0,0,4.170991699967738,0
2023,4,CUST0007,경기,중식,49,25.5,39658.0,4,2.834384855487391,1
2023,7,CUST0351,인천,분식,49,16.3,20159.0,2,4.066513238536505,0
2021,1,CUST0101,인천,일식,21,19.2,16110.0,2,4.172738867980106,0
2022,9,CUST0347,경기,양식,19,61.8,9858.0,3,4.956608692464692,0
2023,6,CUST0314,서울,일식,65,33.5,24512.0,6,3.855810675094391,0
2023,10,CUST0207,경기,분식,66,35.0,18532.0,3,5.0,0
2023,1,CUST0435,대구,일식,22,20.9,34310.0,1,4.872380637182562,0
2021,4,CUST0137,부산,한식,57,42.6,15813.0,3,4.159660946245168,0
2021,2,CUST0161,대구,중식,24,13.0,17550.0,3,4.328471101490628,0
2021,1,CUST0006,부산,분식,68,17.8,6320.0,0,3.8922242472202857,0
2023,11,CUST0396,인천,패스트푸드,27,41.5,31116.0,2,4.365089091731344,0
2023,12,CUST0470,경기,분식,23,17.5,3000.0,0,4.700536381195489,1
2023,8,CUST0060,경기,중식,69,40.9,12324.0,1,4.508700994552134,0
2021,8,CUST0226,경기,양식,64,34.6,10657.0,0,4.291119515469759,0
2023,12,CUST0400,인천,양식,35,18.4,21138.0,0,4.2047496134226305,0
2021,4,CUST0171,경기,분식,50,28.2,26473.0,2,5.0,0
2021,2,CUST0327,대구,중식,23,24.7,7993.0,4,3.7702237285715006,0
2021,7,CUST0046,경기,패스트푸드,68,47.0,14956.0,3,5.0,0
2021,7,CUST0070,대구,분식,39,16.2,10704.0,3,3.5947394414614093,0
2023,10,CUST0354,경기,패스트푸드,37,16.6,6828.0,2,5.0,0
2023,10,CUST0160,경기,분식,28,16.0,34841.0,1,3.9738221894264147,0
2022,5,CUST0406,부산,한식,47,38.1,18284.0,3,4.744808823052754,0
2023,7,CUST0423,부산,분식,18,47.4,24737.0,2,4.299914260649765,0
2022,8,CUST0282,부산,패스트푸드,57,35.9,22720.0,3,3.6501346586462686,0
2022,8,CUST0211,대구,일식,41,37.0,17499.0,2,2.86537901627036,0
2022,6,CUST0474,경기,중식,22,34.2,15053.0,1,5.0,0
2022,11,CUST0214,대구,일식,60,41.4,19090.0,0,4.363781172133413,0
2023,9,CUST0337,부산,한식,27,15.5,25478.0,1,4.775458965126438,0
2021,9,CUST0073,인천,양식,33,32.5,22902.0,5,3.9141676390796905,0
2023,1,CUST0202,서울,분식,35,29.6,32152.0,2,3.450739538577738,0
2021,6,CUST0385,부산,한식,45,34.4,13395.0,1,4.3571507060640435,0
2023,8,CUST0412,경기,일식,69,21.8,29214.0,1,4.751507928724381,0
2021,1,CUST0089,대구,패스트푸드,27,49.0,21506.0,4,4.914887786005183,0
2023,7,CUST0302,서울,패스트푸드,64,27.5,15872.0,3,3.0174993921063287,0
2022,1,CUST0440,대구,일식,21,31.6,20959.0,7,2.999171729986199,0
2023,7,CUST0171,경기,중식,21,37.8,14401.0,1,4.143932402037923,0
2021,1,CUST0099,경기,중식,58,42.0,22425.0,5,4.153890795832622,0
2023,11,CUST0439,인천,분식,38,37.6,20494.0,3,4.053616095532797,0
2022,10,CUST0451,인천,일식,36,35.8,5148.0,2,5.0,0
2021,1,CUST0216,인천,한식,21,48.2,18749.0,1,5.0,0
2023,10,CUST0081,서울,분식,23,41.8,18358.0,1,4.388040176115346,0
2021,9,CUST0276,서울,한식,56,27.2,10587.0,0,3.0844363509672243,0
2023,1,CUST0417,대구,양식,34,24.6,27088.0,2,4.6985548721991055,1
2021,10,CUST0338,인천,일식,52,31.0,15089.0,1,4.453232230650633,0
2021,1,CUST0346,부산,한식,49,29.1,24507.0,2,4.846856279547469,0
2022,5,CUST0137,부산,양식,47,33.1,25520.0,1,3.2302691809129467,0
2022,8,CUST0195,인천,양식,53,21.4,19397.0,4,5.0,0
2023,1,CUST0418,경기,한식,67,28.7,23499.0,4,3.1697553815801163,0
2022,10,CUST0017,부산,분식,32,33.3,23303.0,1,4.109575016481955,0
2022,3,CUST0009,인천,분식,19,38.4,26715.0,2,3.1853448318516273,0
2023,8,CUST0309,경기,일식,64,34.8,10182.0,2,4.840482382585132,0
2022,2,CUST0303,대구,분식,44,37.9,15483.0,1,4.7201578120739,0
2021,5,CUST0461,경기,양식,67,38.5,27391.0,1,4.788161043531268,0
2023,12,CUST0017,부산,패스트푸드,31,14.5,16286.0,1,3.095326069002284,0
2023,9,CUST0155,경기,중식,20,15.1,37945.0,4,4.642596461658644,1
2021,1,CUST0499,경기,분식,59,27.0,14261.0,2,4.832743083508191,0
2023,7,CUST0359,서울,패스트푸드,52,32.6,19334.0,4,4.4099224237580446,0
2022,11,CUST0061,대구,일식,18,32.3,21944.0,0,3.3742206920050424,0
2022,7,CUST0429,인천,한식,69,15.9,18163.0,2,3.1563230194452228,0
2022,6,CUST0006,인천,중식,26,35.7,10784.0,1,4.870680063363853,0
2021,8,CUST0219,대구,한식,29,36.1,12849.0,3,3.249885955460606,0
2021,8,CUST0463,대구,한식,34,28.7,19821.0,0,4.759610521514487,0
2022,6,CUST0391,부산,패스트푸드,23,,22377.0,4,4.771006267047931,0
2021,9,CUST0133,대구,중식,23,22.9,19245.0,1,4.71899774565455,0
2023,12,CUST0426,인천,일식,51,34.1,25733.0,1,4.703706494472657,0
2021,4,CUST0464,서울,분식,68,52.3,23218.0,0,4.491405586637628,0
2023,11,CUST0382,부산,분식,57,37.7,5044.0,1,4.992954722309694,0
2021,5,CUST0195,대구,한식,52,12.9,10655.0,2,5.0,0
2022,10,CUST0189,인천,분식,56,33.8,21479.0,2,3.686430483574818,0
2023,1,CUST0085,경기,일식,21,33.7,24716.0,2,5.0,0
2022,8,CUST0003,부산,양식,66,28.2,28641.0,3,3.8084377026959317,0
2022,8,CUST0446,부산,양식,51,10.8,21922.0,2,5.0,0
2022,4,CUST0171,부산,분식,64,41.2,28147.0,3,5.0,0
2022,1,CUST0025,경기,패스트푸드,47,38.0,17505.0,2,4.4259420397130205,0
2021,3,CUST0273,경기,분식,44,14.0,19398.0,1,2.899596182442872,0
